key,value
UA000000106581126,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""cc_info"",""event_previous_timestamp"":1593879902913383,""event_timestamp"":1593880123694767,""geo"":{""city"":""Arlington"",""state"":""TX""},""items"":[{""coupon"":""NEWBED10"",""item_id"":""M_PREM_F"",""item_name"":""Premium Full Mattress"",""item_revenue_in_usd"":1525.5,""price_in_usd"":1695.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593623684582377,""user_id"":""UA000000106581126""}"
UA000000107381244,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""login"",""event_previous_timestamp"":1593879723938273,""event_timestamp"":1593880123959863,""geo"":{""city"":""Irving"",""state"":""TX""},""items"":[{""item_id"":""M_PREM_K"",""item_name"":""Premium King Mattress"",""item_revenue_in_usd"":1995.0,""price_in_usd"":1995.0,""quantity"":1}],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593879087177901,""user_id"":""UA000000107381244""}"
UA000000107390813,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880123959696,""geo"":{""city"":""Salinas"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880123959696,""user_id"":""UA000000107390813""}"
UA000000107389731,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880016421389,""event_timestamp"":1593880124355362,""geo"":{""city"":""San Antonio"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880016421389,""user_id"":""UA000000107389731""}"
UA000000107390910,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880134625699,""geo"":{""city"":""Townsend"",""state"":""MT""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880134625699,""user_id"":""UA000000107390910""}"
UA000000107390859,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880129935464,""geo"":{""city"":""Staunton"",""state"":""VA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880129935464,""user_id"":""UA000000107390859""}"
UA000000107390186,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""delivery"",""event_previous_timestamp"":1593880064422350,""event_timestamp"":1593880132069472,""geo"":{""city"":""Aurora"",""state"":""CO""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880062032083,""user_id"":""UA000000107390186""}"
UA000000107389522,"{""device"":""Chrome OS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593879991213990,""event_timestamp"":1593880132995732,""geo"":{""city"":""Green Bay"",""state"":""WI""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879991213990,""user_id"":""UA000000107389522""}"
UA000000107390902,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880134345881,""geo"":{""city"":""Olive Branch"",""state"":""MS""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880134345881,""user_id"":""UA000000107390902""}"
UA000000107388952,"{""device"":""Android"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593879950420151,""event_timestamp"":1593880134448203,""geo"":{""city"":""New York"",""state"":""NY""},""items"":[{""item_id"":""M_STAN_T"",""item_name"":""Standard Twin Mattress"",""item_revenue_in_usd"":595.0,""price_in_usd"":595.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879927821763,""user_id"":""UA000000107388952""}"
UA000000107371595,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""guest"",""event_previous_timestamp"":1593880087726177,""event_timestamp"":1593880127204689,""geo"":{""city"":""Oviedo"",""state"":""FL""},""items"":[{""item_id"":""M_PREM_Q"",""item_name"":""Premium Queen Mattress"",""item_revenue_in_usd"":1795.0,""price_in_usd"":1795.0,""quantity"":1}],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878018760124,""user_id"":""UA000000107371595""}"
UA000000107390813,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880123959696,""geo"":{""city"":""Salinas"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880123959696,""user_id"":""UA000000107390813""}"
UA000000107389731,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880016421389,""event_timestamp"":1593880124355362,""geo"":{""city"":""San Antonio"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880016421389,""user_id"":""UA000000107389731""}"
UA000000107384516,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593879447047419,""event_timestamp"":1593880136180525,""geo"":{""city"":""Omaha"",""state"":""NE""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593879447047419,""user_id"":""UA000000107384516""}"
UA000000107390948,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880138712570,""geo"":{""city"":""New Britain"",""state"":""CT""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880138712570,""user_id"":""UA000000107390948""}"
UA000000107389688,"{""device"":""Android"",""ecommerce"":{},""event_name"":""press"",""event_previous_timestamp"":1593880011286910,""event_timestamp"":1593880138993059,""geo"":{""city"":""Milwaukee"",""state"":""WI""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880011286910,""user_id"":""UA000000107389688""}"
UA000000107389462,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""faq"",""event_previous_timestamp"":1593879985598978,""event_timestamp"":1593880139544236,""geo"":{""city"":""Sunny Isles Beach"",""state"":""FL""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879985598978,""user_id"":""UA000000107389462""}"
UA000000107390959,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880139917029,""geo"":{""city"":""San Antonio"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880139917029,""user_id"":""UA000000107390959""}"
UA000000107369418,"{""device"":""Android"",""ecommerce"":{},""event_name"":""warranty"",""event_previous_timestamp"":1593879974203586,""event_timestamp"":1593880138659956,""geo"":{""city"":""Fort Worth"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593877771933998,""user_id"":""UA000000107369418""}"
UA000000107390954,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880139377068,""geo"":{""city"":""Shreveport"",""state"":""LA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880139377068,""user_id"":""UA000000107390954""}"
UA000000107371243,"{""device"":""Android"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593878324117374,""event_timestamp"":1593880138522140,""geo"":{""city"":""Cypress"",""state"":""CA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593877982797383,""user_id"":""UA000000107371243""}"
UA000000107222969,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""add_item"",""event_previous_timestamp"":1593880079849661,""event_timestamp"":1593880139060808,""geo"":{""city"":""North Las Vegas"",""state"":""NV""},""items"":[{""coupon"":""NEWBED10"",""item_id"":""M_STAN_Q"",""item_name"":""Standard Queen Mattress"",""item_revenue_in_usd"":940.5,""price_in_usd"":1045.0,""quantity"":1}],""traffic_source"":""email"",""user_first_touch_timestamp"":1593821751655229,""user_id"":""UA000000107222969""}"
UA000000107390986,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880143069657,""geo"":{""city"":""Eugene"",""state"":""OR""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880143069657,""user_id"":""UA000000107390986""}"
UA000000107369418,"{""device"":""Android"",""ecommerce"":{},""event_name"":""premium"",""event_previous_timestamp"":1593880138659956,""event_timestamp"":1593880142527752,""geo"":{""city"":""Fort Worth"",""state"":""TX""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593877771933998,""user_id"":""UA000000107369418""}"
UA000000107390982,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880142682121,""geo"":{""city"":""South Euclid"",""state"":""OH""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880142682121,""user_id"":""UA000000107390982""}"
UA000000107391000,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880144195840,""geo"":{""city"":""Aliso Viejo"",""state"":""CA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880144195840,""user_id"":""UA000000107391000""}"
UA000000107381418,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""email_coupon"",""event_previous_timestamp"":1593879136962120,""event_timestamp"":1593880149060902,""geo"":{""city"":""Pocatello"",""state"":""ID""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593879106905889,""user_id"":""UA000000107381418""}"
UA000000107391052,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880149543040,""geo"":{""city"":""Yorba Linda"",""state"":""CA""},""items"":[],""traffic_source"":""email"",""user_first_touch_timestamp"":1593880149543040,""user_id"":""UA000000107391052""}"
UA000000107391056,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880149723511,""geo"":{""city"":""El Paso"",""state"":""TX""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880149723511,""user_id"":""UA000000107391056""}"
UA000000107391029,"{""device"":""iOS"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880147619996,""geo"":{""city"":""Charleston"",""state"":""SC""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880147619996,""user_id"":""UA000000107391029""}"
UA000000107391033,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880147955604,""geo"":{""city"":""New Bern"",""state"":""NC""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880147955604,""user_id"":""UA000000107391033""}"
UA000000107390967,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880140862542,""geo"":{""city"":""Lakewood"",""state"":""CO""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880140862542,""user_id"":""UA000000107390967""}"
UA000000107390971,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880141436897,""geo"":{""city"":""Friona"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880141436897,""user_id"":""UA000000107390971""}"
UA000000107390999,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880144187084,""geo"":{""city"":""Dublin"",""state"":""GA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880144187084,""user_id"":""UA000000107390999""}"
UA000000107391024,"{""device"":""Android"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880147289182,""geo"":{""city"":""Portland"",""state"":""MI""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880147289182,""user_id"":""UA000000107391024""}"
UA000000107390859,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""reviews"",""event_previous_timestamp"":1593880129935464,""event_timestamp"":1593880143031052,""geo"":{""city"":""Staunton"",""state"":""VA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880129935464,""user_id"":""UA000000107390859""}"
UA000000107390971,"{""device"":""Linux"",""ecommerce"":{},""event_name"":""mattresses"",""event_timestamp"":1593880141436897,""geo"":{""city"":""Friona"",""state"":""TX""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593880141436897,""user_id"":""UA000000107390971""}"
UA000000107390859,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""reviews"",""event_previous_timestamp"":1593880129935464,""event_timestamp"":1593880143031052,""geo"":{""city"":""Staunton"",""state"":""VA""},""items"":[],""traffic_source"":""instagram"",""user_first_touch_timestamp"":1593880129935464,""user_id"":""UA000000107390859""}"
UA000000107390999,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880144187084,""geo"":{""city"":""Dublin"",""state"":""GA""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880144187084,""user_id"":""UA000000107390999""}"
UA000000107389754,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""pillows"",""event_previous_timestamp"":1593880018663927,""event_timestamp"":1593880152318112,""geo"":{""city"":""Fredericksburg"",""state"":""TX""},""items"":[],""traffic_source"":""direct"",""user_first_touch_timestamp"":1593880018663927,""user_id"":""UA000000107389754""}"
UA000000107391088,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880154273002,""geo"":{""city"":""Antioch"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880154273002,""user_id"":""UA000000107391088""}"
UA000000107390967,"{""device"":""macOS"",""ecommerce"":{},""event_name"":""pillows"",""event_timestamp"":1593880140862542,""geo"":{""city"":""Lakewood"",""state"":""CO""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880140862542,""user_id"":""UA000000107390967""}"
UA000000107391079,"{""device"":""Android"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880153086799,""geo"":{""city"":""Lincoln"",""state"":""NE""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880153086799,""user_id"":""UA000000107391079""}"
UA000000107391091,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880154524468,""geo"":{""city"":""Jacksonville"",""state"":""FL""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880154524468,""user_id"":""UA000000107391091""}"
UA000000107372804,"{""device"":""Android"",""ecommerce"":{},""event_name"":""original"",""event_previous_timestamp"":1593878157516739,""event_timestamp"":1593880496418050,""geo"":{""city"":""Tucson"",""state"":""AZ""},""items"":[],""traffic_source"":""google"",""user_first_touch_timestamp"":1593878157516739,""user_id"":""UA000000107372804""}"
UA000000107394318,"{""device"":""Windows"",""ecommerce"":{},""event_name"":""main"",""event_timestamp"":1593880496656290,""geo"":{""city"":""Plano"",""state"":""IL""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593880496656290,""user_id"":""UA000000107394318""}"
UA000000107375227,"{""device"":""Android"",""ecommerce"":{},""event_name"":""careers"",""event_previous_timestamp"":1593880190665085,""event_timestamp"":1593880501006742,""geo"":{""city"":""Coachella"",""state"":""CA""},""items"":[],""traffic_source"":""facebook"",""user_first_touch_timestamp"":1593878420345835,""user_id"":""UA000000107375227""}"
